Acquired,Department,Created
10.125.599r,American Decorative Arts,1700
10.125.606,American Decorative Arts,1700
1987.402.1,American Decorative Arts,1905
1987.402.2,American Decorative Arts,1905
35.105.2,American Decorative Arts,1700
35.105.3,American Decorative Arts,1700
1974.362.1,American Decorative Arts,1830
41.84.18,American Decorative Arts,1887
46.140.156,American Decorative Arts,1830
46.140.18,American Decorative Arts,1850
46.140.19,American Decorative Arts,1850
1986.201,American Decorative Arts,1847
1974.214.13,American Decorative Arts,1910
27.89.1,American Decorative Arts,1772
27.89.2,American Decorative Arts,1772
27.89.3,American Decorative Arts,1772
27.89.4,American Decorative Arts,1772
Inst.68.8.27,American Decorative Arts,1820
Inst.68.8.28,American Decorative Arts,1820
Inst.68.8.29,American Decorative Arts,1820
Inst.68.8.30,American Decorative Arts,1820
Inst.68.8.16,American Decorative Arts,1820
13.25.1,American Decorative Arts,1670
13.25.2,American Decorative Arts,1670
13.25.3,American Decorative Arts,1670
13.25.4,American Decorative Arts,1670
13.25.5,American Decorative Arts,1670
13.25.6,American Decorative Arts,1670
13.25.7,American Decorative Arts,1670
13.25.8,American Decorative Arts,1670
13.25.9,American Decorative Arts,1670
13.25.10,American Decorative Arts,1670
13.25.11,American Decorative Arts,1670
13.25.12,American Decorative Arts,1670
13.25.13,American Decorative Arts,1670
13.25.14,American Decorative Arts,1670
13.25.15,American Decorative Arts,1670
13.25.16,American Decorative Arts,1670
13.25.17,American Decorative Arts,1670
13.25.18,American Decorative Arts,1670
13.25.19,American Decorative Arts,1670
13.25.20,American Decorative Arts,1670
13.25.21,American Decorative Arts,1670
13.25.22,American Decorative Arts,1670
13.25.23,American Decorative Arts,1670
13.25.24,American Decorative Arts,1670
13.25.25,American Decorative Arts,1670
13.25.26,American Decorative Arts,1670
13.25.27,American Decorative Arts,1670
13.25.28,American Decorative Arts,1670
13.25.29,American Decorative Arts,1670
13.25.30,American Decorative Arts,1670
13.25.31,American Decorative Arts,1670
13.25.32,American Decorative Arts,1670
13.25.33,American Decorative Arts,1670
13.25.34,American Decorative Arts,1670
13.25.35,American Decorative Arts,1670
13.25.36,American Decorative Arts,1670
13.25.37,American Decorative Arts,1670
13.25.38,American Decorative Arts,1670
13.25.39,American Decorative Arts,1670
13.25.40,American Decorative Arts,1670
13.25.41,American Decorative Arts,1670
13.25.42,American Decorative Arts,1670
13.25.43,American Decorative Arts,1670
13.25.44,American Decorative Arts,1670
13.25.45,American Decorative Arts,1670
13.25.46,American Decorative Arts,1670
13.25.47,American Decorative Arts,1670
13.25.48,American Decorative Arts,1670
13.25.49,American Decorative Arts,1670
13.25.50,American Decorative Arts,1670
13.25.51,American Decorative Arts,1670
13.25.52,American Decorative Arts,1670
13.25.53,American Decorative Arts,1670
13.25.54,American Decorative Arts,1670
13.25.55,American Decorative Arts,1670
13.25.56,American Decorative Arts,1670
13.25.57,American Decorative Arts,1670
13.25.58,American Decorative Arts,1670
13.25.59,American Decorative Arts,1670
13.25.60,American Decorative Arts,1670
13.25.61,American Decorative Arts,1670
13.25.62,American Decorative Arts,1670
13.25.63,American Decorative Arts,1670
13.25.64,American Decorative Arts,1670
13.25.65,American Decorative Arts,1670
13.25.66,American Decorative Arts,1670
13.25.67,American Decorative Arts,1670
13.25.68,American Decorative Arts,1670
13.25.69,American Decorative Arts,1670
13.25.70,American Decorative Arts,1670
13.25.71,American Decorative Arts,1670
13.25.72,American Decorative Arts,1670
13.25.73,American Decorative Arts,1670
13.25.74,American Decorative Arts,1670
13.25.75,American Decorative Arts,1670
13.25.76,American Decorative Arts,1670
13.25.77,American Decorative Arts,1670
13.25.78,American Decorative Arts,1670
13.25.79,American Decorative Arts,1670
13.25.80,American Decorative Arts,1670
13.25.81,American Decorative Arts,1670
13.25.82,American Decorative Arts,1670
13.25.83,American Decorative Arts,1670
13.25.84,American Decorative Arts,1670
13.25.85,American Decorative Arts,1670
13.25.86,American Decorative Arts,1670
1981.441.4,American Decorative Arts,1800
1981.441.5,American Decorative Arts,1800
1981.211,American Decorative Arts,1873
10.125.430a,American Decorative Arts,1600
23.133,American Decorative Arts,1780
30.110,American Decorative Arts,1780
96.17.32,American Decorative Arts,1893
49.117.21,American Decorative Arts,1770
13.31.14a,American Decorative Arts,1820
46.140.665,American Decorative Arts,1880
1980.502.28,American Decorative Arts,1820
1980.502.29,American Decorative Arts,1800
1974.364.1,American Decorative Arts,1865
1974.364.2,American Decorative Arts,1865
38.121.1,American Decorative Arts,1731
1978.505.3,American Decorative Arts,1855
1971.140.1a–c,American Decorative Arts,1750
1971.140.2a–c,American Decorative Arts,1750
83.2.462,American Decorative Arts,1853
10.125.243,American Decorative Arts,1700
10.125.681,American Decorative Arts,1697
10.125.58,American Decorative Arts,1744
10.125.62,American Decorative Arts,1730
10.125.63,American Decorative Arts,1760
10.125.704,American Decorative Arts,1700
10.125.709,American Decorative Arts,1710
18.110.4,American Decorative Arts,1762
18.110.6,American Decorative Arts,1755
"36.112a, b",American Decorative Arts,1695
40.37.1,American Decorative Arts,1730
40.37.3,American Decorative Arts,1710
"46.194.5a, b",American Decorative Arts,1730
50.228.2,American Decorative Arts,1715
"52.195.2a, b",American Decorative Arts,1700
62.171.9,American Decorative Arts,1735
62.171.12,American Decorative Arts,1730
"1975.132.1a, b",American Decorative Arts,1715
1980.139,American Decorative Arts,1750
Inst.68.8.21,American Decorative Arts,1820
Inst.68.8.22,American Decorative Arts,1820
37.39.1,American Decorative Arts,1630
37.39.2,American Decorative Arts,1630
49.117.17,American Decorative Arts,1600
49.117.18,American Decorative Arts,1600
49.117.19,American Decorative Arts,1700
49.117.20,American Decorative Arts,1700
49.117.22,American Decorative Arts,1700
49.117.23,American Decorative Arts,1700
49.117.24,American Decorative Arts,1700
49.117.25,American Decorative Arts,1700
49.117.26,American Decorative Arts,1700
49.117.27,American Decorative Arts,1700
"49.117.28a, b",American Decorative Arts,1700
"49.117.29a, b",American Decorative Arts,1700
49.117.30,American Decorative Arts,1700
49.117.31,American Decorative Arts,1700
49.117.32,American Decorative Arts,1700
49.117.33,American Decorative Arts,1700
49.117.34a–c,American Decorative Arts,1700
49.117.35a–c,American Decorative Arts,1700
49.117.36,American Decorative Arts,1700
49.117.37,American Decorative Arts,1700
49.117.38,American Decorative Arts,1700
49.117.39,American Decorative Arts,1700
49.117.40,American Decorative Arts,1700
49.117.41,American Decorative Arts,1700
49.117.46,American Decorative Arts,1700
49.117.47,American Decorative Arts,1700
49.117.48,American Decorative Arts,1700
49.117.49,American Decorative Arts,1700
1978.302.161,American Decorative Arts,1800
1978.302.162,American Decorative Arts,1800
1970.104,American Decorative Arts,1800
11.87.31,American Decorative Arts,1800
11.87.72,American Decorative Arts,1817
11.87.77,American Decorative Arts,1800
17.108.9,American Decorative Arts,1800
17.108.33,American Decorative Arts,1837
46.140.80,American Decorative Arts,1850
46.140.81,American Decorative Arts,1850
46.140.82,American Decorative Arts,1850
10.125.599 z 20.11,American Decorative Arts,1700
Inst.68.8.25,American Decorative Arts,1820
Inst.68.8.26,American Decorative Arts,1820
Inst.68.8.19,American Decorative Arts,1820
1987.31.5,American Decorative Arts,1845
44.117.3,American Decorative Arts,1848
1981.22.5,American Decorative Arts,1835
69.141.3,American Decorative Arts,1850
46.27,American Decorative Arts,1761
53.133.4,American Decorative Arts,1800
53.133.5,American Decorative Arts,1800
53.133.6,American Decorative Arts,1800
53.133.7,American Decorative Arts,1800
53.133.8,American Decorative Arts,1800
53.133.9,American Decorative Arts,1800
24.109.11,American Decorative Arts,1791
1974.214.21c,American Decorative Arts,1900
47.90.48,American Decorative Arts,1830
47.148,American Decorative Arts,1800
65.43,American Decorative Arts,1822
26.165.1,American Decorative Arts,1800
26.165.2,American Decorative Arts,1800
30.120.268,American Decorative Arts,1800
30.120.269,American Decorative Arts,1800
30.120.349,American Decorative Arts,1797
30.120.350,American Decorative Arts,1797
34.100.201,American Decorative Arts,1700
62.233.11,American Decorative Arts,1907
1974.214.14,American Decorative Arts,1910
11.87.19,American Decorative Arts,1747
11.87.58,American Decorative Arts,1837
11.87.82,American Decorative Arts,1857
17.108.28,American Decorative Arts,1750
17.203.11,American Decorative Arts,1820
51.171.98a–f,American Decorative Arts,1800
51.171.138a–c,American Decorative Arts,1800
57.131.13a–c,American Decorative Arts,1830
24.109.36a–d,American Decorative Arts,1710
15.79.5,American Decorative Arts,1815
30.120.149,American Decorative Arts,1700
30.120.146,American Decorative Arts,1770
46.67.23,American Decorative Arts,1770
47.90.172,American Decorative Arts,1830
51.171.97,American Decorative Arts,1800
41.34.6,American Decorative Arts,1810
43.162.21,American Decorative Arts,1807
30.120.148,American Decorative Arts,1831
"46.140.636a, b",American Decorative Arts,1885
62.233.4,American Decorative Arts,1907
"30.120.279a, b",American Decorative Arts,1847
83.2.292,American Decorative Arts,1776
10.125.666j,American Decorative Arts,1750
"58.73a, b",American Decorative Arts,1770
10.125.666 K(1),American Decorative Arts,1770
10.125.666 K(2),American Decorative Arts,1770
30.120.145,American Decorative Arts,1800
30.120.158,American Decorative Arts,1800
33.120.243,American Decorative Arts,1750
30.120.141,American Decorative Arts,1700
30.120.142,American Decorative Arts,1700
34.90.5,American Decorative Arts,1750
34.90.6,American Decorative Arts,1750
47.137.5,American Decorative Arts,1700
47.137.6,American Decorative Arts,1700
49.117.50,American Decorative Arts,1800
49.117.51,American Decorative Arts,1800
1971.180.65c,American Decorative Arts,1700
1971.180.65d,American Decorative Arts,1700
"49.117.52a, b",American Decorative Arts,1700
83.2.461,American Decorative Arts,1853
50.187.66,American Decorative Arts,1800
10.60.34,American Decorative Arts,1800
11.87.1,American Decorative Arts,1680
11.87.2,American Decorative Arts,1660
11.87.7,American Decorative Arts,1697
11.87.8,American Decorative Arts,1697
11.87.16,American Decorative Arts,1750
11.87.17,American Decorative Arts,1775
11.87.42,American Decorative Arts,1795
11.87.43,American Decorative Arts,1795
11.87.46,American Decorative Arts,1797
11.87.53,American Decorative Arts,1827
11.87.56,American Decorative Arts,1857
11.87.64,American Decorative Arts,1837
11.87.79,American Decorative Arts,1862
11.87.80,American Decorative Arts,1862
11.87.81,American Decorative Arts,1847
12.3.2,American Decorative Arts,1900
14.74.7,American Decorative Arts,1700
17.108.1,American Decorative Arts,1750
17.108.3,American Decorative Arts,1660
17.108.4,American Decorative Arts,1747
18.95.11,American Decorative Arts,1800
20.109.3,American Decorative Arts,1800
20.109.17,American Decorative Arts,1800
26.25.6,American Decorative Arts,1700
33.129.1a–c,American Decorative Arts,1740
34.100.147,American Decorative Arts,1820
34.100.160,American Decorative Arts,1827
45.35.4,American Decorative Arts,1800
45.35.21,American Decorative Arts,1800
"47.90.9a, b",American Decorative Arts,1830
"47.90.111a, b",American Decorative Arts,1830
47.90.133,American Decorative Arts,1830
18.95.13,American Decorative Arts,1797
22.26.5,American Decorative Arts,1890
18.95.15,American Decorative Arts,1830
1986.451,American Decorative Arts,1809
13.145.2,American Decorative Arts,1773
67.84.1,American Decorative Arts,1911
11.87.18,American Decorative Arts,1750
17.108.15,American Decorative Arts,1750
11.87.40,American Decorative Arts,1697
11.87.41,American Decorative Arts,1700
11.87.61,American Decorative Arts,1827
11.87.76,American Decorative Arts,1827
17.108.18,American Decorative Arts,1827
55.111.16,American Decorative Arts,1700
55.111.17,American Decorative Arts,1700
1971.180.133,American Decorative Arts,1800
1971.180.134,American Decorative Arts,1800
"1971.180.137a, b",American Decorative Arts,1800
"1971.180.138a, b",American Decorative Arts,1800
Inst.1981.4.1,American Decorative Arts,1800
Inst.1981.4.2,American Decorative Arts,1800
"55.111.14a, b",American Decorative Arts,1700
"55.111.15a, b",American Decorative Arts,1700
"1971.180.135a, b",American Decorative Arts,1800
"1971.180.136a, b",American Decorative Arts,1800
1989.1a–c,American Decorative Arts,1894
13.120.62,American Decorative Arts,1785
13.179.123,American Decorative Arts,1700
13.179.124,American Decorative Arts,1700
13.179.125,American Decorative Arts,1785
14.120.18,American Decorative Arts,1785
X.260.1,American Decorative Arts,1785
X.260.2,American Decorative Arts,1785
1996.371,American Decorative Arts,1913
1996.366,American Decorative Arts,1815
83.2.18,American Decorative Arts,1864
83.2.22,American Decorative Arts,1861
83.2.42,American Decorative Arts,1859
83.2.312,American Decorative Arts,1789
83.2.209,American Decorative Arts,1800
83.2.207,American Decorative Arts,1800
47.90.155,American Decorative Arts,1830
44.89.2,American Decorative Arts,1772
10.125.182,American Decorative Arts,1700
10.125.327,American Decorative Arts,1700
10.125.329,American Decorative Arts,1700
10.125.330,American Decorative Arts,1650
52.77.56,American Decorative Arts,1725
66.108.4,American Decorative Arts,1650
1970.289.3,American Decorative Arts,1650
83.2.127,American Decorative Arts,1870
11.87.52,American Decorative Arts,1800
11.87.65,American Decorative Arts,1797
11.161.4,American Decorative Arts,1770
13.7.19,American Decorative Arts,1800
13.120.63,American Decorative Arts,1820
16.157.4,American Decorative Arts,1800
17.108.6,American Decorative Arts,1797
18.95.18,American Decorative Arts,1800
19.108,American Decorative Arts,1800
22.26.4,American Decorative Arts,1860
34.100.148,American Decorative Arts,1800
37.107.2,American Decorative Arts,1644
38.165.22,American Decorative Arts,1757
42.197.13,American Decorative Arts,1790
44.110.1,American Decorative Arts,1762
47.90.122,American Decorative Arts,1830
1971.180.87,American Decorative Arts,1832
1980.151,American Decorative Arts,1680
18.95.14,American Decorative Arts,1814
34.100.167,American Decorative Arts,1848
10.125.666 R(2),American Decorative Arts,1815
1983.263,American Decorative Arts,1862
